param1,param2,num,Description,obs_type,value,Id,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
regular,discrim,B00112EUPM,Amazing Grass Green Superfood Organic Powder,median_pt,7.864585,139487,A3SWCA2NEHRL0Z,XL,1,1,5,1340150400,"Best tasting superfood, but still not great tasting.","It seems like none of these superfood/supplement powders ever taste GOOD. Some of them have made me downright sick. This one is about the only one I've found that is drinkable by itself. There is an earthy, grassy undertone to it that is a bit rough, but I mix one scoop of this (about a heaping teaspoon's worth) and one tablespoon of Ovaltine to 8 ounces milk (sometimes soy milk) and it's delicious. Sometimes I'll mix it with the Bolthouse Farms Chocolate Soy Protein drink. If I know I'm going to have a busy day I'll mix it with milk and a half-scoop of whey protein powder.<br /><br />No matter what powder drink supplement/meal replacement mix you choose, you'll want to invest in one of these: <a href=""http://www.amazon.com/gp/product/B0036QVWB6"">LaCuisineTM 18oz Tornado Portable Mixer</a>. Add a little liquid, start blending, add your mix and then fill with more liquid. Your drink is now smooth and if you're a slow drinking like me you can zap it before a sip to keep your drink smooth all the way.<br /><br />Beyond taste, after a week of using the Amazing Grass Chocolate Superfood and changing nothing else in my diet or activities, I find myself having less trouble falling asleep, and I'm waking up earlier and with more energy.<br /><br />If you're wondering exactly what the difference is between this and the Amazing Grass Meal, the answer is about 100 calories and I'm not sure what else. The scoop in the meal can is about three heaping tablespoons (the superfood scoop is about a heaping teaspoon). The taste is almost identical."
regular,discrim,B00112EUPM,Amazing Grass Green Superfood Organic Powder,median_pt,7.864585,139511,A6UN2UTFAI7RM,SRL,0,0,5,1333756800,Really delicious greens!,"I started looking into ""greens"" products when we wanted to improve our health. I read all the reviews and finally found Amazing Grass. We tried the berry and didnt like it but the chocolate is good! It took my husband awhile to get used to it but he now puts it in his protein shake every, single day! I like it with almond milk, hemp protein powder and some raw honey. My kids like it too. I add it to smoothies with berries and they eat it up. Love it!"
regular,discrim,B00112EUPM,Amazing Grass Green Superfood Organic Powder,median_pt,7.864585,139458,A25VF2PV76JQW5,"Ms. X ""a do it diva""",7,7,5,1212105600,this is GOOD!,"i use 2 scoops daily because one isn't enough...well, 8 oz. isn't enough - i like at least 16 oz of this because it's chocolatey good. i add a bit of agave nectar and shake both scoops with about 2-3 oz of almond milk to dilute the powder well before adding the rest of the milk."
regular,discrim,B00112EUPM,Amazing Grass Green Superfood Organic Powder,median_pt,7.864585,139483,A3VGY4G2UF1OA,nj1231,1,1,5,1347408000,TASTE NOT GREAT BUT REALLY HEALTHY,i ordered the choclate one because i knew i couldnt drink those other flavors especially original. but let me say this despite being choclate its hard to drink it but i also know it is healthy and good for me.
regular,discrim,B00112EUPM,Amazing Grass Green Superfood Organic Powder,median_pt,7.864585,139515,A3NVUUYGCD4UXA,Southern Belle,0,0,5,1326672000,Amazing Grass Chocolate is Amazing!!,"I was truly amazed at how good this tastes given that it is healthy for you.  If you mix with milk, it is best if you mix with 1 oz water first to avoid all the lumps and clumps.  It tastes okay with water, but tastes better (to me) if mixed with milk.  I have used skim milk, almond milk, and low fat vanilla milk plus I add a scoop of ground golden flax seed.  This is my morning breakfast drink - it fills me up and gives me energy.  One 8.5 oz container yields 30 servings."
regular,discrim,B00112EUPM,Amazing Grass Green Superfood Organic Powder,median_pt,7.864585,139534,A3AMDTB5CZYAP,"L. Carnes ""Pippalop""",0,0,5,1294531200,Deeeeelicious!,Just bought some of this and tried it and am in love!  It tastes like chocolate milk!<br />I blended it up with a little agave and freshly made almond milk and what a treat!<br />I will have this for breakfast from now on or a mid day snack!  Filling and I have loads of energy!  YUM!
regular,discrim,B00112EUPM,Amazing Grass Green Superfood Organic Powder,median_pt,7.864585,139498,A1MOTBTVRPRJS7,"AlexandriaPhilo ""Cinelog""",3,4,3,1297641600,great/not great,"my opinion is: enh, I can take it or leave it. I would love to love it, and I do love everything about it except...the taste, lol. It's ""ok"" and tastes exactly like what it is: a grassy, cocoa-flavored liquid. It is, however, a convenient way to get more greens in your diet. BTw, Trader Joe's sells a much less expensive powdered greens that I'll try mixing with cocoa. Don't know if the TJ's version is organic or has the same quality."
regular,discrim,B00112EUPM,Amazing Grass Green Superfood Organic Powder,median_pt,7.864585,139465,A1D2YAVAF51QEL,Gee Marie,6,7,5,1297728000,Best of Amazing Grass,"I originally decided to try Amazing Grass after some great reviews of the stuff. I ordered both the Normal and Kids Samples of the Green Superfood variety. The chocolate was the first one I tasted, and by far, the best. So, it's the one I bought. I have used this stuff for 2 weeks now.<br /><br />Taste: The taste is pretty fair. Not the best. Not the worst. Compared to the other flavors, this stuff is fantastic. It has a very apparent chocolate flavor with hints of a ""green"" flavor. It is not very sweet, but not bitter, either. I use plain, unsweetened almond milk to mix mine with, and it tastes decent. However, it tastes best when blended with half a frozen banana, or just half of a banana with some blended crushed ice. When prepared this way, it's really quite good. Drinking it with a milk of some variety is rather important, as when mixed strictly with water (didn't have milk at one point) it tastes absolutely horrific. Taste wise, this stuff is maybe a solid B. I certainly appreciated it most after trying the Berry, Lemon Lime, Original, Kids Chocolate and Kids Berry flavors. They were all absolutely repulsive. I let a couple of people I work with try the Berry with me, one girl ran to the bathroom gagging, one spit it out, and the guy who tried it choked it down unwillingly and stuffed about 3 peppermints into his mouth afterward, cursing me for having him try it. So, compared to those, chocolate is exceptionally good.<br /><br />Texture: The texture depends on how it's blended. If you just use milk, it does get chunky and doesn't blend well. If you blend it with a small amount of water first, then add your choice of milk afterward, it blends much better and you should get a chocolate milk appearance. I have had several occasions where it just didn't blend, even with water, for some reason. When I blend it with a frozen banana, I do not add milk. The blender seems to be the best way to get it all good and mixed up perfectly.<br /><br />Health Effects: This is why I gave this product a full five stars. It's absolutely amazing. I read so many reviews thinking ""placebo effect"" or ""it certainly won't affect ME that much."" However, I've noticed very distinct differences in my health. My chronic fatigue has  disappeared. I simply don't get sleepy throughout the day anymore. Also, I have food sensitivities to dairy, grains, and excessive sugars, so I typically eat a paleo-ish diet. Normally, when I eat something even remotely bad, such as a cupcake, I'll become extremely exhausted within an hour and will always break out within a day or two. However, I've eaten very poorly the past week with candies, donuts and even a pizza with cheese. I drink this stuff immediately after and the inevitable crash NEVER comes and my face doesn't break out. I actually left this stuff at home over the weekend when I was out of town, and when I had a donut without drinking this stuff after, I had my usual crash followed by a mild breakout. Had some candy this morning, followed by this stuff, and again, no crash. For the health benefits alone, this stuff lives up to the hype and it's name. It truly is amazing."
regular,discrim,B00112EUPM,Amazing Grass Green Superfood Organic Powder,median_pt,7.864585,139519,A29V32IOAJUP8P,Shine,0,0,5,1316736000,10 stars,"Awesome flavor, great nutritional content, organic and gluten-free. Can't ask for more!! I add this to my protein shake each morning and get an added burst of energy from the greens. Also amazing how it eases out the bowel movements."
regular,discrim,B001UHRX1G,Starbucks Via Ready Brew Instant Coffee,median_pt,7.80567,202350,A374POWERPF1X3,enb14,2,4,1,1282089600,"I expected to like it... instead, ""yucky"" and ""owie""","I love coffee and coffee drinks and have been a Starbucks customer for years. (I don't think that Starbucks is as good as serious espresso bars, but we don't have any nearby.) So I was excited when Starbucks announced VIA, and I tried both flavors as soon as I could get my hands on them*. I was surprised to find that not only did both of them taste harsh and acidic, but they gave me a stomachache.<br /><br />After confirming several times that I wasn't just imagining the stomachache, I stopped buying VIA. Luckily a relative introduced me to Taster's Choice Colombian instant coffee, and it is not only better-tasting in my opinion but it doesn't bother my stomach. As a bonus, it is about one third the cost of VIA.<br /><br />*Rather than mixing instant coffee with water, I add it to a cup of hot milk and stir in a bit of sugar."
regular,discrim,B001UHRX1G,Starbucks Via Ready Brew Instant Coffee,median_pt,7.80567,202326,A1WX42M589VAMQ,Mir,4,4,5,1280275200,FIVE stars for this as iced latte; TWO stars as a cup of hot joe,"I tried VIA when it first came out. I tried it the traditional route--as a hot cup o' java. I did not like it. Not this roast and not the Columbian (which was so weak, why bother).<br /><br />So, it's hot. It's summer. I normally hit Starbucks after the gym for my fave iced sugar free vanilla latte. I saw the ad for the iced coffee VIA, but it has sugar. I don't want sugar. So, it hit me, why not try making iced coffee from the regular VIA. (duh, should have thought of that sooner). I bought a 3-packer (like this one shown in image).<br /><br />It was amazing. 2% milk (about a cup), ice, Starbucks sugar free vanilla syrup (I buy it at my local Starbucks), in a blender bottle and shake, shake, shake. It comes out frothy and delicious. FOr me, I like it BETTER than my habitual 2 to 3x a week fix of it at the store. Because you add the VIA to the milk and the milk is cold and the instant coffee is not hot (like espresso), there is NO DILUTION. It makes for a much more flavorful, less watery, iced latte. OH MY GOSH SOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO good.<br /><br />Now, my problem is not having three lattes a day, instead of three a week. Seriously. I'm a junkie now. (And I have coffee everyday, but my homebrew is so much better than Starbuck's that I don't get hot coffee there, I just used to like the convenience--still do--of grabbing a fast latte after exercising. I have a great coffee set-up at home with Paradise Roasters and Terroir gourmet single origins and a Technivorm and a Barratza burr grinder and filtered water pitcher, so really, now that I can make a fast latte at home and take it with me to the Pilates studio and put in the fridge there until I'm done, I may not be visiting the Starbucks as much, except to get my fave protein plate now and then and stock up on VIA.)<br /><br />The product is crazy overpriced. What...more than five bucks for what's 3 servings? How sick is that? Buy it at the store unless the price is dropped. That's crazy.<br /><br />But, nummy latte.<br /><br />So, if iced lattes are you vice of choice, might wanna consider this. And if you don't want sugar, skip the one they're pushing now in the blue packaging and buy the unsweetened.<br /><br />And I just slurped one after dinner (latte that is). Addictive. (Er, literally, I guess.) But at least I'm getting my calcium. :D<br /><br />This price is much better than the other one I reviewed on Amazon (by another supplier). But I still think it's overpriced. Once you pour out all those servings, it's just a few teaspoons of instant coffee. Amazon would move tons of this if they priced it more reasonably."
regular,discrim,B001UHRX1G,Starbucks Via Ready Brew Instant Coffee,median_pt,7.80567,202354,A3VZVYWCTGIEV0,"Bill Your 'Free Form FM Print DJ ""bill nicholas""",1,3,3,1282089600,Good and a half,"There are two levels for walking into Starbucks: a great cup of coffee and a great experience,<br /><br />If you walk into a Starbucks that is a local hangout  and not a briefcase stop, chances are you have several friends or will soon. The best coffee in the world is part of this.<br /><br />Via will not replicate this on either level. Empty the Via pack, add water, stir, and you will get a strong, bold, and flavorful cup of coffee. You can taste the heaviness of either flavor, Columbia or Italian. These both beat Pike Place fresh hands down, but given the choice I would still go for fresh Pike over Via. To get the full nuance of either Via, try it fresh first. .<br /><br />There is still that chalky aftertaste that comes with most instants, although the one here beats any non-Bucks by miles. You know you are not drinking fresh brewed--besides, no sexy girl with kindness and smarts is handing it to me with a smile, asking how my life if going. But if your stuck in a Tasters Choice office all day, you wanna have this. You'll never go back.<br /><br />If only a sympathetic ear came at the bottom"
regular,discrim,B001UHRX1G,Starbucks Via Ready Brew Instant Coffee,median_pt,7.80567,202339,A3C5DYTUXUCL0S,"C. D. Foster ""fostercd3""",0,0,5,1297814400,Perfect for travel,"This last summer we had an extended trip from Missouri, across Kansas, and then to Denver. As a Seattle area native, I'm used to great coffee on practically every corner and daily lattes are my favorite splurge. (Hey, I also give 10% of my income to good causes, so I'm not TOTALLY decadent.)<br />I'm sure someone on here can tell me they exist in the midwest, but I didn't find a place for over a week with a decent cup of coffee, and while I know on a scale with world peace that isn't a tragedy, I LOVE coffee.<br />From the freeway as we came into the Denver area, I spotted a Starbuck's sign and begged that we leave the freeway and find it. When I told the barista at Starbuck's about no good coffee for a week, she introduced me to Via packets I could carry in my luggage or even purse.<br />I was totally sceptical that instant coffee would be drinkable, and then completely won over when I tried it. I don't know how Starbuck's managed it, but Via smells good, tastes good, and is incredibly convenient and easy to use. It goes with me everywhere I travel now.<br />On mornings when I don't head for my neighborhood latte stand, I add Via straight to hot milk and get a very (relatively) inexpensive treat. I seem to be doing this more and more, and saving a lot of money doing this. If you thought instant couldn't be good, suggest you try Via.<br /><br />Added: I travel quite a bit -- both nationally and internationally -- and one of the first things to go in my suitcase when I pack are VIA packets. They are tiny, and guarantee I'll have decent coffee wherever I go, at a very minimal price per cup."
regular,discrim,B001UHRX1G,Starbucks Via Ready Brew Instant Coffee,median_pt,7.80567,202353,ARBKYIVNYWK3C,"THATCH ""RST""",0,1,4,1255478400,Starbucks fufu coffee snob approved!,"I am not a regular coffee drinker.  I don't ""need"" it in the morning. But when I do drink coffee it's usually iced, it's usually doctored up with sugar, cream and other stuff (caramel, whipped cream, you name it!) and it's usually Starbucks.  And there comes the win! I can make my own iced coffee drinks at home, without owning a coffee pot, or any heating mechanism whatsoever. This instant works very well for iced coffee when mixed with cold water. It doesn't need hot!<br /><br />And I get a very familiar taste!  Four stars instead of five only because for someone that fits into my category, the price is a bit high for someone who may not be that demanding on the flavor but can't find easy cold water substitutes."
regular,discrim,B001UHRX1G,Starbucks Via Ready Brew Instant Coffee,median_pt,7.80567,202352,A6SB937YI0T1M,S. M. Snyder,0,1,5,1278115200,Best instant coffee out there!,"Starbucks Via Italian Roast is the best instant coffee I have ever tried. The flavor and aroma are identical to a fresh brewed cup of Starbucks. It doesn't taste washed out, is in fact really bold, and there is no bitter aftertaste at all. My only complaint is the high cost per cup, but as the only regular coffee drinker in my household it is still affordable for my weekday morning drive."
regular,discrim,B001UHRX1G,Starbucks Via Ready Brew Instant Coffee,median_pt,7.80567,202334,A1PTZS20SS7YDK,Balaji,0,0,3,1349568000,Starbucks VIA Italian Roast instant coffe,"I live in India and during my last visit to USA in 2010, I was greatly attracted and thoroughly satisfied with VIA Italian roast - NOT BOLD or EXTRA BOLD. During my current visit now, I couldn't find the normal Italian roast in any of the Starbucks stores. Hence I placed an order on-line for a single 12 pack, thinking that I would get my favorite normal Italian roast (at least the picture at the site made me think so!) but was disappointed to receive the EXTRA  BOLD! Whatever happened to the normal Italian roast? The EXTRA BOLD is over-roasted and the taste and flavor are spoiled.<br />Sundaram Parameswaran"
regular,discrim,B002BCFI70,"Stephen's Gourmet Hot Cocoa, Candycane Cocoa",median_pt,7.805575,223225,AO8H4TVN5RZMU,mspriss678,1,1,5,1278460800,Love it! Hard to find this at the grocery store,"I've tried them all and keep coming back to the Belgian chocolate.  A chocoholic's dream. I drink this every morning and this seem's to be the most economical way to buy it, 6 cans at a time."
regular,discrim,B002BCFI70,"Stephen's Gourmet Hot Cocoa, Candycane Cocoa",median_pt,7.805575,223224,A1AHYP6EQXXSLN,Janet A. Starnes,1,1,5,1292371200,Great Hot Chocolate!,"I tried Stephen's Chocolate Mint truffle hot chocolate mix at a Church function and it was wonderful, I had to get some."
regular,discrim,B002BCFI70,"Stephen's Gourmet Hot Cocoa, Candycane Cocoa",median_pt,7.805575,223223,AQY8Q7E8WZQ01,Neva K Walsh,1,1,5,1293667200,Stepens Candycane Cocoa,If you haven't tried the Stephens Candycane cocoa you need to try it  but only if you like chocolate and mint flavors.  It's great tasting.  The only problem is that I want it year around and it is only available in stores at Christmas.
regular,discrim,B002BCFI70,"Stephen's Gourmet Hot Cocoa, Candycane Cocoa",median_pt,7.805575,223222,A3TLSKZPPH6OV1,Matthew Brillhart,1,1,3,1297123200,Pretty good,"So I am a huge Chocolate Peanut Butter freak, and have been looking for a peanut butter cup cocoa for a while. I finally broke down and ordered this after a few months hemming and hawwing about it. Now I aadmit to not reading the directions the first cup and at first was like wow slightly chocolate water and added a few more spoonfuls of the mix to my cup and it improved but was not quite what i expected and this was made with water(I was at work and had little choice) The next day I deceided to try it again at home in my hot cocoa machine with milk and there was a GREAT improvement!! So as a result I'm going to try an experiment tonight and make a shake in the blender with the mix!!! I said im a peanut butter cup freak!!!"
regular,discrim,B002BCFI70,"Stephen's Gourmet Hot Cocoa, Candycane Cocoa",median_pt,7.805575,223221,A27NTHPTRXB766,"Sandra L. Thornton ""typingterror""",1,1,5,1297987200,Best I ever tasted,Without a doubt this cannot be surpassed. I am always so conscientious about calorie count until I took a sip of this. I will just ration it for special moments. Even the cat's nose was twitching from the delightful scent. It is hard to believe that it was made in USA. If my daughter is lucky I might send her some at Christmas. It is a good thing I live alone or else I would have to hide it.
regular,discrim,B002BCFI70,"Stephen's Gourmet Hot Cocoa, Candycane Cocoa",median_pt,7.805575,223220,A33XL3E3XH2VW4,"Carl Wainwright ""carl wainwright""",1,1,5,1298764800,Best Hot Chocolate ever,I purchased this for my girlfriend who loved this stuff over the Xmas period. Now she has a supply which should last several months.
regular,discrim,B002BCFI70,"Stephen's Gourmet Hot Cocoa, Candycane Cocoa",median_pt,7.805575,223219,A2L3A4NG6X7XYD,"Terry L. Merrill ""kitchen master""",1,1,5,1305072000,It  has a far eastern taste,"I like  Stephen`s  Gourmet Hot  Cocoa , White  Chocolate  Mix ,because to me  it taste like  Arabian  White  Chocolate ,the taste is  almost identical ,if it had a little  Arabian vanilla  it would  be a copy cat. This  cocoa  to me  has  alot of  class ,unlike the others this  Stephens white chocolate  mix has alot of  class .I just  have to  say  Thankyou  Stephen ,I really enjoy sipping white hot  cocoa  again.  A friend told  me how  delicious  this  cocoa  was ,I never imagined  how  delicious . I am  so  glad  I purchased  it,  THANKYOU STEPHEN , A customer  for  life !  Terry Merrill"
regular,discrim,B002BCFI70,"Stephen's Gourmet Hot Cocoa, Candycane Cocoa",median_pt,7.805575,223218,A31J8ZDVX0BKYP,Anon A. Mouse,1,1,5,1320969600,The best!,"I absolutely love this stuff!  My Dad used to give us each a can (or two) for Christmas every year, and it was always a favorite.  I've never been able to find it where I live now, I should of known to check Amazon! By the way, I've never tasted a variety I didn't like, but I've never tried the reduced fat kind, either.  I also like to make it with coffee instead of water when I need a little boost, it almost makes coffee taste good (sorry, but there's nothing out there that can do that)."
regular,discrim,B002BCFI70,"Stephen's Gourmet Hot Cocoa, Candycane Cocoa",median_pt,7.805575,223217,A37HQ91XODAEPT,JGood,1,1,5,1322611200,amazing!,"i found the packets at walmart for 57 cents i believe, but when i went back a week later they didn't have anymore! i also checked cvs and walgreens and they didn't have it either. i was so happy i found it on amazon and in cans which i think is a better deal than packets because you get more product. this is definately the best hot chocolate i've ever had. the peppermint isn't over powering like most peppermint hot chocolates i've had. i'll definately be buying more when i run out!"
regular,discrim,B002BCFI70,"Stephen's Gourmet Hot Cocoa, Candycane Cocoa",median_pt,7.805575,223216,AA1JL2IMV66JV,bonnie dean,1,1,3,1332374400,good not great,I was a little dissapointed. It tastes  good. It is just a little watery tasting. Land of the lakes is better. But they dont have sugar free. So for sugar free I can give a heads up on this product.
regular,discrim,B002BCFI70,"Stephen's Gourmet Hot Cocoa, Candycane Cocoa",median_pt,7.805575,223215,A1SIXOS1U9WEJ3,Elie Murphy,1,1,5,1335830400,"Stephen's Gourmet Hot Cocoa, Cherry Chocolate, 16-Ounce Cans (Pack of 6)","This is absolutely delicious.  Because it is in powder form, you can make it as strong or weak as your taste buds allow.  I add instant Folger's to mine, making it into a mocha.  That also cuts the sweetness.  It really DOES taste like chocolate covered cherries -- a treat I have loved since childhood!<br /><br />I get mine through the ""subscription program"" along with several other flavors from Stephen's.  The subscription program works well for me since I travel. You can change the frequency AND the address to which it is to be sent as needed."
regular,discrim,B002BCFI70,"Stephen's Gourmet Hot Cocoa, Candycane Cocoa",median_pt,7.805575,223214,A3OFGBLYKZOEVF,Pamela,1,1,5,1345507200,Incredible Hot Chocolate with Raspberry,"I ran into this product at a bed and breakfast.  Unlike most hot chocolate mixes with another flavor component, the raspberry flavor in this is an equal partner with the chocolate.  You don't get just a hint of it that soon gets lost.  You taste the raspberry with the first sip and the last sip....very very enjoyable.  Highly recommend."
regular,discrim,B002BCFI70,"Stephen's Gourmet Hot Cocoa, Candycane Cocoa",median_pt,7.805575,223213,A2VP85SINWDMRF,"Nihonkabu ""Bibliophile""",2,2,5,1235174400,The best hot chocolate,This is my family's favorite hot cocoa brand. The kids favorite flavor if mint chocolate.
regular,discrim,B002BCFI70,"Stephen's Gourmet Hot Cocoa, Candycane Cocoa",median_pt,7.805575,223212,A1LQQIADJGWIH3,"Janet L. Cooper ""CatsJammies""",2,2,5,1274918400,Yummy!,"I purchased this product as a gift for my mom who simply loves this cocoa.  When the local supermarket where she purchased the cocoa stopped stocking it she figured that was the end of it.  Ha!  Little did she know that I would find a way to track it down on line.  And on Amazon!  She was surprised and pleased.  The price is good, as is the cocoa.  I would only be more happy if I could get an assortment."
regular,discrim,B002BCFI70,"Stephen's Gourmet Hot Cocoa, Candycane Cocoa",median_pt,7.805575,223211,A2BIJMB2BITQUM,James Ridgway,2,2,4,1290470400,Very good hot Cocoa,I ordered this as the price was certainly right (6 1lb cans for less than $30) and the reviews were good.<br /><br />This is certainly a step up in the hot cocoa market. Better than just about anything you can find in the supermarket. I certainly prefer hot chocolate - but it can be time-consuming to make and it's tough to heat milk and melt chocolate at work or in class.<br /><br />This is the perfect compromise for when you want that chocolate drink and aren't in a position to 'do it right'.<br /><br />Very good taste and dissolves well. I always use a little more than it says on the can - with some cocoa that means it won't all dissolve - this is not a problem here.<br /><br />Certainly recommended.
