param1,param2,num,Description,obs_type,value,Id,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
regular,discrim,B002TMV34E,Melitta Cafe de Europa Gourmet Coffee,median_pt,-9.79306,13111,A8KWNRQPZLAXC,Bette,0,1,1,1278806400,Don't expect much,"Most high quality coffees have layers of flavor and nose you want to smell. I brewed this using my French press and was extremely disappointed.  This Melitta Classique Supreme is some of the worst, most bitter, awful-tasting coffee I have ever had.  There is no depth to it, it is not a ""good bitter"" like espresso, it is flat and harsh to the palate.<br /><br />Perhaps I am spoiled by having excellent local coffee producers, from which I purchase whole bean and grind them fresh before each brew. But I've actually had canned coffee from supermarkets that possessed more personality than this stuff."
regular,discrim,B002TMV34E,Melitta Cafe de Europa Gourmet Coffee,median_pt,-9.79306,13137,A3U5JCXIXTGSLN,musiclover13,0,0,3,1282780800,Pretty Good Cup of Coffee,I enjoyed this coffee for it's smooth flavor that wasn't extremely strong. It's definitely better than most brands you find in the grocery store. I would recommend this to someone interested in a solid cup of coffee.
regular,discrim,B002TMV34E,Melitta Cafe de Europa Gourmet Coffee,median_pt,-9.79306,13110,A1Y5ERIKQBEMSP,"J. Schneider ""john_jps""",0,1,5,1279152000,Excellent Coffee,"The key points here are probably the vacuum packing (no air!) and the extremely fine grind.  The fine grind results in a stronger cup off coffee with fewer grounds, meaning the bag lasts longer than a regular bag of coarsely ground beans.  I really can't say aenough about how finely ground it is: it's almost like a powder!  The vaccuum packing also means it's just a bit more fresh when you first open the bag.  Overall - no complaints at all: great tasting, strong-as-you-want-it coffee here."
regular,discrim,B002TMV34E,Melitta Cafe de Europa Gourmet Coffee,median_pt,-9.79306,13108,A58F10T4OE58C,"S. Montgomery ""green dad""",0,1,1,1284249600,Inexpensive coffee lacking in flavor,"I am a true coffee lover  and it is my favorite beverage morning or night.  I enjoy brewing coffee at home and buy a variety of brands in varying price points.  After reading the description of the Melitta Cafe Collection I was excited to brew it.  I was extremely disappointed by how stale the coffee smelled when I opened the bag and was not impressed by the flavor after I brewed it.  It tasted like a pouch of hotel coffee, no flavor, stale and bad aroma.  The packaging looks upscale and is a great price but unfortunately the coffee was not good, I had to throw it away."
regular,discrim,B002TMV34E,Melitta Cafe de Europa Gourmet Coffee,median_pt,-9.79306,13155,A1WBEIH7Z37LN9,"MagicSkip ""magicskip""",0,0,4,1279065600,A good premium coffee,"The Melitta Cafe Collection ""Classique Supreme"" coffee is good - make no mistake about that - it's good coffee.  It's a VERY FINE grind, so it comes out strong and exceptionally flavorful.  I use about 10% less of this than I do of other brands with a normal grind.<br /><br />It's a good price for a premium coffee, and the fine grind makes it even more economical - while still tasting like an excellent, premium coffee!"
regular,discrim,B002TMV34E,Melitta Cafe de Europa Gourmet Coffee,median_pt,-9.79306,13195,A212MDP6K4VJS5,"W. R. Stockstill Jr. ""&#34;Bill&#34;""",0,0,4,1277337600,Average Medium-Dark Roast Coffee,"My wife is an accountant so we go through a lot of coffee. And she likes her coffee strong. Her favorite, and mine, are the ""Colombian"" roast coffees. Colombian coffee is not really the roast, its the source. Only coffee from Colombia can be called Colombian and for whatever reason, Colombian coffee from just about everyone is a medium-dark body, hearty coffee. And that is pretty much exactly what this coffee tastes like, the store brand of Colombian coffee from Kroger or Pubix, which btw also tastes close to 8 O'Clock Colombian blend. If you prefer Colombian blends of coffee, at this point, since taste is not really an issue, price should be the only deciding factor. That is pretty much the deciding factor for us since all of these Colombian labeled coffees taste almost the same."
regular,discrim,B002TMV34E,Melitta Cafe de Europa Gourmet Coffee,median_pt,-9.79306,13138,APP5MBH2BSX6I,"Brian Hulett ""okierazorbacker2""",0,0,5,1282780800,Better than Folger's French Roast--high praise indeed!,"My wife is the coffee drinker in the family, a longtime fanatic of the bean.  These days she keeps a large can of Folger's French Roast Medium Dark in the fridge, and takes a foray into the more premium blends on a regular basis as a treat.  When I got the Melitta Classique Supreme for her as a trial, the yummy sounds could be heard throughout the house.  ""Even fuller, richer, and more robust,"" are her exact words.  Great stocking stuffer, at the least, and don't be surprised if it becomes your favorite."
regular,discrim,B002TMV34E,Melitta Cafe de Europa Gourmet Coffee,median_pt,-9.79306,13181,A2XA8CW5DF4MNZ,"Iron Man ""JON""",0,0,5,1277942400,One of the best!,"I drink coffee everyday but I prefer home-brewed compared to those that you buy at the coffee shop. By doing so, you conform it more to your desired taste and strength and it is healthier, without the calorie packed extras you get from the regular coffee shop. Upon opening the package, the aroma is instantly enticing. You can tell right away just by the scent that it is gourmet coffee. Upon brewing, this is where it gets you salivating. The fine-ground Arabica variety of this coffee instantly gives you a strong craving from the Once you pour smell. it on the cup and have a sip, it gives a satisfying taste, bold and rich, trademarks of a true gourmet coffee."
regular,discrim,B002TMV34E,Melitta Cafe de Europa Gourmet Coffee,median_pt,-9.79306,13180,A3OBP99ZV5TG6C,Jay,0,0,3,1278028800,It's okay...,"I took a try on this one through the Vine program.  For a starting poing, I consider Pike Place Roast from Starbucks to be a four star under this system with Jamaican Blue Mountain being the epitome of five star coffee.<br /><br />I tried the Classique at regular strength and thought it to be watery with a long lasting aftertaste - not a good combination.  At double strength, the taste approached a good cup of Folgers, but the aftertaste remained - slightly bitter and pervasive. I am sure there is a chemical explanation for that, but I don't have it... :)<br /><br />In conclusion, not a ""horrible"" tasting coffee... just on the southern side of ordinary - with a cloying aftertaste that kills the deal.  Not for me, and i would not recommend.<br /><br />All the best,<br /><br />Jay"
regular,discrim,B002TMV34E,Melitta Cafe de Europa Gourmet Coffee,median_pt,-9.79306,13176,ACWVXZ8VKJ19V,Karen S. Garvin,0,0,4,1278288000,Robust Flavor and Chocolate Undertones,"This coffee has a robust flavor with hints of chocolate undertones and a somewhat earthy nose. It's not bright or winey like Kenya or Columbian coffees, but it's also not as heavy as a Sumatra. Classique is called a medium blend, and it would be a good after-dinner coffee. I drank the coffee by itself, but it would have the body to stand up to a sweet dessert. The mouthfeel was a bit on the heavy side, but the coffee did not leave a bitter taste in my mouth. I think Classique is a little on the heavy side for a breakfast coffee, which is why I only gave it 4 stars. A 5-star coffee would be good to drink at any time."
regular,discrim,B002TMV34E,Melitta Cafe de Europa Gourmet Coffee,median_pt,-9.79306,13174,A1QK0XCAPHIW1L,Flush Barrett-Browning,0,0,5,1278374400,"Hey buddy, can you spare a dime for a cuppa coffee?","Melitta Cafe Collection Classique Supreme Ground Coffee is a mid-priced coffee; it's not truly expensive, but it costs more than many coffee drinkers normally pay.  So the major question that arises is, is it worth it?<br /><br />And the answer all depends on what you want.  It's richer. more mellow, and far better tasting than the economy brands, but it's not as full bodied, nuanced, or enjoyable as the premium brands.<br /><br />It is neither Tiffany nor WalMart.<br /><br />But is is good.  And in my opinion (which surely is what taste truly is), it's worth the $$$.<br /><br />Five stars:  good value for the money."
regular,discrim,B002TMV34E,Melitta Cafe de Europa Gourmet Coffee,median_pt,-9.79306,13172,A3NOBH42C7UI5M,"Carol ""kepela""",0,0,3,1278460800,decent rich flavored coffee,"I may not do much well, but people have complemented me on my coffee for over 40 years. I like a strong, rich coffee but hate the acidy taste that some coffees have. I've been grinding fresh beans for about 25 years, instead of grinding them at the store or buying ground coffee. I think it makes the coffee taste a little fresher and with less acid.<br /><br />I served the Melitta Classique Supreme Ground Coffee to guests last Sunday and everyone really liked the rich taste and I didn't have to make it stronger; I measured it properly and got a really rich coffee. It is good but... I can taste a slight hint of acidy after taste that I don't get with my Starbucks beans.<br /><br />I'd say that, if you don't grind your coffee bean before brewing each pot, then this coffee is as good or better than most ground coffees. The convenience of having it delivered and sent by Amazon are real pluses."
regular,discrim,B002TMV34E,Melitta Cafe de Europa Gourmet Coffee,median_pt,-9.79306,13167,AJD41FBJD9010,"N. Ferguson ""Two, Daisy, Hannah, and Kitten""",0,0,5,1278633600,very good coffee,"Smooth full (almost nutty) flavor, never bitter, moderate roast.  Not too strong, but not wimpy either!  A really nice coffee that's a good compromise when families or office-mates have different tastes in coffee.<br /><br />I'm a heavy coffee drinker who has tried it all-- the cheap stuff and expensive brands.  I enjoyed this more than comparable Starbucks brand coffee.  Those who tend to prefer flavored coffees (hazelnut, cinnamon, other mild and rich flavors) will most likely find this a very pleasant unflavored alternative.<br /><br />Well packaged with the typical vacuum-pack and ""fat wire"" turn-down/close mechanism. Highly recommended."
regular,discrim,B002TMV34E,Melitta Cafe de Europa Gourmet Coffee,median_pt,-9.79306,13170,A34DQINHT6NYJU,"K. Isserman ""Kisserman""",0,0,4,1278547200,Melitta Classique Supreme Ground,"The coffee was mellow with a little bite to the finish. Compares favorably to most coffees out there with just a tad more harshness. I found the packaging ridiculously difficult to open - finally taking a scissors to it. The description says ""Pack of 3"" but I only received 1. Overall a good coffee."
regular,discrim,B002TMV34E,Melitta Cafe de Europa Gourmet Coffee,median_pt,-9.79306,13169,A3QDDEW6RXVEAY,"Marisa ""SoCal Marisa""",0,0,3,1278547200,Relatively OK.,The coffee was ok. Not as strong as we normally like so I had to use a little more grounds but the flavor was ok then. The bag was one of those re-open bag but it would not open and when it finally did it tore a huge gash down the side. -1 star for each. Don't know if I will purchase again.
regular,discrim,B002TMV34E,Melitta Cafe de Europa Gourmet Coffee,median_pt,-9.79306,13168,A3JH18T58CY65P,"Carolyn Howard-Johnson ""Multi award-winning w...",0,0,5,1278633600,Sighhhhh!,"Oh, yes! Great coffee.<br /><br />My daughter had been raving about Melitta so I wanted to try it. Would an only-sometimes coffee drinker like me think it worth the extra price? The answer is yes. I need but one assurance for that price, though. I'd like the package to tell me that it is organically grown and forest-friendly. Is it?"
regular,discrim,B002TMV34E,Melitta Cafe de Europa Gourmet Coffee,median_pt,-9.79306,13166,A1C139F5C7Y38P,"The Matrix Fan ""Video Gamer since 1979.""",0,0,4,1278720000,Office tested...cubicle approved!,"In deciding to review this coffee, I knew my opinion alone wasn't enough. While I found it to be a very smooth and non-bitter treat for my mornings, I decided to take the biggest risk of all and serve it to my coworkers.<br /><br />Cubicle inhabitants have been known to maim anyone responsible for a bad batch of coffee, and I was prepared to either smile pleasantly or use my chair as a battering ram while I ran for the exit.<br /><br />The first person who tried it had this to say;<br /><br />""...It has a smooth taste which allows the drinker to savor the flavor without the bitterness or unpleasant aftertaste found in higher priced coffees such as those offered by Starbucks.  The overall taste is reminiscent of a light to medium roast <a href=""http://www.amazon.com/gp/product/B001EQ5MS4"">Seattle's Best</a>. The only drawback I can see to this coffee is that now my cup is empty.  Overall I think it is a good coffee, and a good roast.  While I normally prefer darker roasts I would recommend this coffee as a good choice.""<br /><br />What can I say, he's an English major who enjoys a fine cuppa Joe. I would still be pulling Swingline staples out of my backside if he didn't like it.<br /><br />Here's what another one said:<br /><br />""...On the initial taste, when hottest, one can mistake this for a light roast as there is no bitterness in the aftertaste usually associated with Medium to Dark Roasts.  On subsequent sipping the coffee's taste does linger well afterword with little to no bitterness; again much like a light roast, but with fuller flavor that one expects from more robust roasts.  This coffee has enough flavor to warrant very little sweetener and no cream at all which should make most coffee enthusiasts happy with this selection...Recommended.""<br /><br />This one works in tech support - I would be typing this review with one hand if he didn't enjoy this coffee.<br /><br />I even made sure to get an opinion from the usual tea drinker:<br /><br />""Right-o.  So, as a tea-drinking-my-coffee-must-have-creamer-so-I-don't-taste-the-coffee person, here are my impressions:<br />Smell: slightly bitter with an earthy tone<br />Sight: Rather dark, not pitch black, but dark enough for concern.<br />Taste (black): Dirt with a side of mud.  Very straight forward coffee, no messing about.<br />Taste (with creamer...lots of creamer): my tongue thanked me!<br /><br />Not my favorite as a drinking coffee, I prefer a lighter roast.  But, it would be a good baking coffee, particularly if you used it for a dark mocha torte or for mocha cookies.""<br /><br />So there you have it!<br /><br /> I should also add that I usually don't make the coffee in my office - ever since I served this, I have been asked ""Where's that coffee you brought in last week? Are you going to bring more?""<br /><br />If it's good enough for the cubicle crew, it's good enough for you. :-)"
regular,discrim,B002TMV34E,Melitta Cafe de Europa Gourmet Coffee,median_pt,-9.79306,13165,A1VQHH85U7PX0,"Avid Reviewer ""A Music Fan""",0,0,4,1278720000,Medium-Bodied Coffee with a Full Flavor,"I truly enjoy a good cup of coffee. I've tried most major brands of coffee, from the makers of specialty coffee such as Starbucks and Peets to makers of commercial-grade coffee such as Folgers, Maxwell House, and Yuban.<br /><br />I must say I thoroughly enjoyed the Melitta Cafe Collection Supreme Ground Coffee. It definitely ranks as one of the best coffee I've ever tasted. It is medium-bodied yet rich, aromatic, and robust. I usually associate a darker gourmet coffee with flavor, but Melitta has changed that perception. It is not bitter and very smooth to the palate.<br /><br />I generally prefer a darker, more full-bodied coffee such as Peet's, so I was surprised that I enjoyed Melitta a fair bit. While it doesn't displace Peet's as my favorite coffee, it offers a very nice departure from a full-bodied coffee without compromising on flavor. Another plus for me is the Melitta packs quite a punch in caffeine!<br /><br />---<br />If you like a coffee with a lighter body, you will enjoy the Melitta Cafe Collection Supreme Ground Coffee. If you're accustomed to a darker coffee, the Melitta may or may not be suited to your taste. (You won't know it until you try it!) The bottom line -- The Melitta is without question the best quality coffee I've ever had in this price range."
regular,discrim,B002TMV34E,Melitta Cafe de Europa Gourmet Coffee,median_pt,-9.79306,13163,A3S87ZOPB3UM9N,atmj,0,0,3,1278720000,"Smooth rich coffee, but better with my proportions","Smooth rich coffee, comparable to a local favorite.  However better when I used the proportions, I prefer with my coffee maker.<br />Often I find, when I follow the coffee manufacturer's recommendation for coffee, I find it too strong.  This was no exception.<br />I prefer 5 coffee scoops (essentially 15 teaspoons) to 64 ounces of water.  The manufacturer recommended 2 teaspoons for each 6 ounces of water, which would have been about 21-22 teaspoons. Slightly different, but harsher tasting.<br /><br />All in all a good cup of coffee."
regular,discrim,B002TMV34E,Melitta Cafe de Europa Gourmet Coffee,median_pt,-9.79306,13161,ABNMD6670TV53,"R. Kolin ""Third Degree member since 1991""",0,0,3,1278892800,"OK, but not great","I have become somewhat of a coffee snob over the years and consider it one of the few grocery items that I will pay top dollar for if it suits my taste. My preferred coffee is Seattle's Best French Roast, so comparing that to this Melitta Classic Supreme may not be entirely fair.<br /><br />While this coffee has a somewhat pleasant aroma, it tasted a little bitter. I did not follow the recommended preparation of two spoons per 6 oz. because it would end up way too strong for my palate. I used the same measurement that I use with the Seattle's Best, a perfect cup, in my opinion. I also provided this coffee to some house guests, who thought it was just okay.<br /><br />So the bottom line for me is that this coffee is okay, but not excellent. It is cut in a very fine grind, which I like, but the bean is not very dark. The brewed aroma is not something that perks you up either. If you are a coffee connoisseur and do not like a dark roast blend, give this a try."
regular,discrim,B002TMV34E,Melitta Cafe de Europa Gourmet Coffee,median_pt,-9.79306,13158,A3FD3BHIUYIFPD,Stephanie,0,0,4,1278979200,rich and flavorful,"I usually use fresh ground beans so my expectations were low.  I was quite pleasantly surprised.  This is a rich, flavorful coffee blend, without tasting processed or bitter.  Best of all, it is the perfect grind for a Melitta pot and that makes a big difference."
regular,discrim,B002TMV34E,Melitta Cafe de Europa Gourmet Coffee,median_pt,-9.79306,13157,A74GU6D694C4Q,B. J. Lewis,0,0,5,1278979200,My personal preference,"If you want a rich, smooth tasting, strong, but not bitter cup of coffee, I highly recommend this product.  It is not as dark as I normally buy, but it stands up quite well using my espresso machine (an inexpensive non-pump).  I was surprised at the crema it produced.  In short, it's everything I look for in a delicious cup of coffee."
regular,discrim,B002TMV34E,Melitta Cafe de Europa Gourmet Coffee,median_pt,-9.79306,13156,ATNKYANM0VC5,Kevin Fontenot,0,0,4,1279065600,"Smooth taste, Not much kick","This is first time I had ever tried or heard of Melitta coffee, though I had used some of their filters (which I like).  I drink coffee everyday (about 3 cups in the morning) and like ""between roast""--which is between medium and a dark coffee.  I also like coffee that is not bitter but has a strong kick to it.  I tested a medium roast from Melitta and found it to have a pleasant smooth flavor and was very nice to drink.  It was not bitter at all.  I tried it both black and with sugar and cream and enjoyed it both times.  I generally do not drink black coffee but this brand was pleasant when served black.  I usually drink Community Coffee (a local Louisiana brand) and enjoy that brand's strength. Melitta does not have a strong flavor or ""kick"" to it.  I very much enjoyed it and would consider buying it if my regular brand was not available."
regular,discrim,B002TMV34E,Melitta Cafe de Europa Gourmet Coffee,median_pt,-9.79306,13141,A87RT63V7SMD3,"Deborah L. Woodstuff ""IntoTea""",0,0,5,1280275200,Great bold and yet mild coffee...,The aroma from this coffe when I opened the bag was amazing.  The coffee flavor was bold and yet not overpowering.  It was not bitter and had a nice crisp flavor. My husband also enjoyed it.  Would be curious to try the same coffee if it comes in decaf to see if it retains its flavor.<br />Would serve this to guests at a dinner party.
regular,discrim,B002TMV34E,Melitta Cafe de Europa Gourmet Coffee,median_pt,-9.79306,13160,A14L2638XC00EZ,Monica J. Kern,0,0,5,1278892800,Wonderfully smooth,"Okay, I'll admit it: I'm a coffee addict. Lately my hubby and I have been brewing Starbucks coffee, with varying success (I'm not a big fan of Breakfast Blend), so I looked forward to trying a new and different brand.  We've now drunk our way through most of a bag of the Melitta, and I am happy to report that our impressions are highly favorable. The most important thing to know about this coffee is that it is decidedly on the mild side; although the bag specified ""medium roast,"" it was much milder and smoother than I was used to tasting with a medium roast blend. But that's okay, as I much prefer a milder coffee to anything with bitter overtones, which I often find in other brands of coffee labeled medium or bold.<br /><br />To cap things off, the Melitta coffee is noticeably cheaper than Starbucks.  Hmmm.... I may just switch coffee loyalties."
regular,discrim,B002TMV34E,Melitta Cafe de Europa Gourmet Coffee,median_pt,-9.79306,13191,A1B70ZEWQ6UH1A,Just Me,0,0,4,1277424000,middle range European coffee,"Does have the claimed European flavor -- seemingly between French and Italian.  Better than Folgers, but not as good as premium brands.  A bit weak.  I needed to use more coffee than I usually do to get a strong enough brew.  Not bad, but I'll pass and go with a premium brand."
regular,discrim,B002TMV34E,Melitta Cafe de Europa Gourmet Coffee,median_pt,-9.79306,13198,A235UFZGCFN3J5,Eva,0,0,4,1277251200,A very good medium roast blend,"I'm a big coffee drinker so I'm quite picky about the brands and roasts I buy. This Melitta coffee is a medium roast, very smooth and not bitter. The grind is very fine so I was expecting it to be strong or espresso-like, but it turned out to be a nicely balanced medium blend. I prefer this type of coffee to the brands that are overly strong and have a burnt taste. Just make sure to follow the instructions on the bag for the amount of coffee per water. You can adjust more or less coffee based on your preferences. If you're making it as iced, use a little extra coffee. I'm glad I found this brand for a nice everyday coffee."
regular,discrim,B002TMV34E,Melitta Cafe de Europa Gourmet Coffee,median_pt,-9.79306,13115,A1JAPP1CXRG57A,"Linda Painchaud-Steinman ""PARK EDGE BOOKS""",2,2,5,1277596800,Bold Taste Without Bitterness,"Years ago, I used Melitta's coffee, and I'd forgotten how good it is.  When I tasted a cup of this blend, I was reminded how good it can be to drink a cup of coffee that has bold flavor, but NO bitterness.<br /><br />Unlike some ""designer"" brands that are so bitter they give you the shakes, or some supermarket brands that are weak and lacking aroma, Melitta has hearty, satisfying flavor, and a rich coffee smell. Brew it to your desired strength, sit back and enjoy!"
regular,discrim,B002TMV34E,Melitta Cafe de Europa Gourmet Coffee,median_pt,-9.79306,13144,A20NB4UBW4WDKG,"Gerardo ""GD""",0,0,5,1279670400,"Complex, European, flavorful coffee","I am a coffee lover and quite picky about my coffees. Every coffee brand claims hand-picked gourmet coffee, so it is hard to find a good bean. As with many things, coffee is a matter of personal taste. I don't like the bitter flavor of Starbucks, for example, which is the result of their trademark roast. I like flavorful coffe that is not bitter. I loved this coffee from Melitta.<br /><br />It is complex and rich, very european in flavor and not bitter at all. It is surely one of my personal favorites. At any given time I have 6 to 8 coffee varieties at home (both whole beans and ground), yet I find myself choosing this Melitta coffee every time and I am not getting tired of it. You should try it."
